44|5|Shampoo|179.02|3.22|0|3.35|3|46|1
45|5|Cepillo|158.28|9.56|0|2.58|2|97|1
46|5|Cama|43.51|2.27|0|3.78|2|109|1
47|5|Arenero|198.34|0.27|1|0.72|3|125|1
48|5|Rascador|255.20|4.68|0|2.51|3|93|1
49|5|Transportadora|158.79|7.91|1|4.15|2|80|1
50|5|Plato doble|303.22|1.26|1|3.65|2|86|1
51|6|Cuaderno|439.65|6.69|0|3.06|3|55|1
52|6|Lápiz|236.71|6.10|1|3.80|3|53|1
53|6|Borrador|146.29|2.79|0|0.50|2|24|1
54|6|Regla|393.17|9.75|0|0.26|2|26|1
55|6|Tijeras|139.16|3.44|0|0.38|2|107|1
56|6|Folder|201.36|9.15|0|1.32|3|46|1
57|6|Marcador|245.29|7.00|0|3.91|3|38|1
58|6|Grapadora|345.51|2.31|1|3.45|2|41|1
59|6|Resaltador|108.06|5.08|1|0.77|3|23|1
60|6|Post-its|442.27|8.95|0|2.12|3|27|1
61|7|Balón|164.40|1.85|1|0.82|3|68|1
62|7|Raqueta|339.93|3.32|1|0.18|2|45|1
63|7|Guantes|69.79|7.52|1|1.21|2|72|1
64|7|Casco|203.01|2.03|1|4.38|3|44|1
65|7|Bicicleta|235.32|8.42|1|4.23|3|106|1
66|7|Pesas|162.56|7.09|1|1.02|2|49|1
67|7|Cuerda|299.55|4.09|0|1.11|3|98|1
68|7|Mochila deportiva|342.58|7.82|1|4.96|3|102|1
69|7|Gorra|480.30|2.92|0|0.69|3|142|1
70|7|Termo|159.36|9.80|1|0.59|3|57|1
71|8|Desarmador|239.91|4.28|1|0.83|3|77|1
72|8|Llave inglesa|218.05|6.01|1|1.44|3|137|1
73|8|Cinta métrica|461.67|7.24|0|2.94|2|23|1
74|8|Taladro|415.43|3.54|1|4.06|3|102|1
75|8|Sierra|236.89|8.21|1|1.32|3|73|1
76|8|Nivel|337.77|9.37|1|1.39|3|95|1
77|8|Pinzas|346.66|7.04|1|0.21|2|104|1
78|8|Brocas|280.05|4.46|1|1.67|2|86|1
79|8|Martillo goma|45.69|1.88|0|3.83|3|149|1
80|8|Caja herramientas|272.65|9.76|0|4.18|2|111|1
81|9|Almohada|271.77|7.64|1|3.34|3|113|1
82|9|Escoba|435.52|8.59|0|2.28|2|132|1
83|9|Toalla|49.11|5.10|0|2.98|2|118|1
84|9|Tendedero|288.32|4.85|1|1.94|3|86|1
85|9|Organizador|115.68|6.82|1|2.65|2|84|1
86|9|Perchero|159.87|9.86|0|3.65|3|23|1
87|9|Ventilador|178.61|1.97|1|4.29|2|69|1
88|9|Reloj pared|486.58|5.58|1|1.65|3|61|1
89|9|Maceta|454.72|5.78|1|0.53|3|77|1
90|9|Lámpara|206.70|1.18|0|1.98|3|79|1
91|10|Cloro|423.95|0.52|1|2.22|3|91|1
92|10|Desinfectante|346.24|8.21|1|3.32|2|42|1
93|10|Limpiador multiusos|447.23|9.81|0|4.99|3|69|1
94|10|Jabón para trastes|258.04|8.96|1|3.67|3|36|1
95|10|Trapeador|369.84|4.92|1|2.12|3|91|1
96|10|Guantes|119.16|8.06|0|1.77|3|55|1
97|10|Esponja|146.20|4.57|0|1.61|2|104|1
98|10|Limpiavidrios|241.06|2.93|1|0.82|2|82|1
99|10|Suavizante|79.64|4.34|0|3.39|2|121|1
100|10|Detergente|214.02|6.02|0|0.62|2|89|1
